NM_001014455.2 + 0.294475 28.9207
NM_001014469.2 + 2.15429 0.492484
NM_001014488.2 + 1.33548 0.0733753
NM_001014496.3 + 0.0299539 0.238956
NM_001014502.2 + 0.88907 8.67423
NM_001014511.2 + 0.19148 9.92325
NM_001014539.3 + 0.12451 0.79503
NM_001014558.3 + 6.94286 0.102677
NM_001014566.1 + 0.604298 4.46916
NM_001014580.3 + 1.18098 1.89072
NM_001014592.2 + 2.26944 13.3358
NM_001014607.2 + 1.77153 1.10596
NM_001014614.2 + 0.826982 41.9011
NM_001014628.3 + 0.388118 4.64821
NM_001014669.3 + 1.2169 8.66039
NM_001014730.2 + 10 0.129795
NM_001015101.2 + 0.168559 4.72863
NM_001015152.4 + 0.0876716 11.6364
NM_001015241.4 + 0.70015 4.40242
NM_001015254.3 + 7.73048 4.39199
NM_001015349.4 + 0.405977 10.6163
NM_001015401.3 + 0.790846 3.72066
NM_001015402.3 + 0.487544 0.406749
NM_001031858.2 + 0.00664452 1.87129
NM_001031861.2 + 17.4286 1.99549
NM_001031871.3 + 1 0.00173461
NM_001031900.3 + 3.42569 12.4923
NM_001031907.2 + 1.72812 2.0229
NM_001031908.2 + 1.72812 4.54869
NM_001031918.2 + 0.257996 1.07771
NM_001031927.2 + 0.425532 1.00757
NM_001031943.3 + 3.82013 3.40905
NM_001031945.2 + 0.004365 0.28419
NM_001031947.3 + 0.257457 2.01819
NM_001031955.2 + 0.8528 0.962793
NM_001031959.2 + 2 1.03131
NM_001031960.1 + 1 0.00138351
NM_001031961.2 + 0.1 0.49502
NM_001031962.1 + 1 1.29695
NM_001031965.1 + 9.46809 0.0285138
NM_001031982.1 + 2.86167 3.27273
NM_001031983.3 + 2.84577 10.4003
NM_001031990.4 + 1.22827 97.8753
NM_001031996.1 + 1 1.04792
NM_001032048.2 + 20.3481 83.7073
NM_001032049.2 + 0.304728 1.12455
NM_001032059.2 + 2.21085 6.51542
NM_001032076.2 + 0.937738 2.64281
NM_001032077.2 + 2.63354 5.99578
NM_001032084.2 + 0.777778 0.00935551
NM_001032085.2 + 1 0.000763942
NM_001032086.2 + 0.5 0.000339732
NM_001032088.1 + 1 0.265691
NM_001032089.2 + 4 0.405602
NM_001032096.2 + 22.75 0.197161
NM_001032111.2 + 0.0333333 1.20768
NM_001032114.2 + 0.333333 3.67507
NM_001032119.2 + 16 0.00472144
NM_001032124.2 + 0.0208333 1.14483
NM_001032127.2 + 0.333333 0.301544
NM_001032128.2 + 0.0342466 1.7539
NM_001032132.2 + 0.333333 0.00592314
NM_001032133.2 + 0.0829016 23.6643
NM_001032137.2 + 0.632075 1.02749
